-3.08,2.51,-0.53,-195.00,14.18,16.24,-4.39,-10.77,-7.05,39.59,-250.14,-121.34,10
-3.15,4.02,-1.89,-196.85,31.18,13.89,-2.22,-5.78,-10.46,120.73,-196.35,-242.67,10
-11.98,0.02,-5.06,-192.04,34.07,8.97,4.55,1.37,-16.18,56.20,-8.92,-250.14,10
-15.77,-2.64,-1.73,-196.04,11.67,25.58,11.39,11.97,-12.26,-28.99,250.13,-232.31,10
-10.77,4.86,-1.01,-94.05,-26.51,-24.20,4.92,11.38,19.62,85.02,92.18,250.13,10
-10.43,0.61,-0.62,-105.80,-10.47,0.20,0.74,-6.10,19.62,178.12,-171.40,250.13,10
-9.84,0.94,0.38,-99.57,11.04,12.73,-3.23,-14.61,11.87,162.18,-250.14,250.13,10
-9.18,2.56,1.09,-152.30,25.89,5.92,-4.59,-12.13,-3.75,48.68,-250.14,189.48,10
-2.06,0.75,-1.39,-214.01,-15.32,43.35,-2.36,-6.56,-8.26,101.24,-128.77,-227.37,10
-6.92,1.78,-2.96,-233.50,26.06,32.68,0.83,0.78,-14.24,59.33,17.44,-250.14,10
-16.29,-4.67,5.17,-250.14,15.65,71.01,7.00,17.05,-8.19,-32.20,250.13,-250.14,10
-11.24,2.75,0.30,-119.31,3.40,23.88,14.53,19.62,8.89,113.34,250.13,-64.37,10
-11.11,0.90,2.27,-122.13,7.66,21.31,1.60,-8.53,19.62,198.19,-194.06,250.13,10
-7.81,0.57,1.58,-121.69,20.78,18.31,-2.63,-16.56,10.39,143.95,-250.14,250.13,10
-6.95,2.58,0.15,-164.68,48.46,17.07,-2.68,-10.87,-0.93,122.73,-250.14,141.02,10
-5.90,2.36,-0.23,-204.16,14.96,24.34,-2.49,-13.23,-6.44,7.56,-244.13,-33.62,10
-8.18,-0.61,-2.31,-202.88,36.26,33.60,4.22,2.79,-14.42,118.72,30.28,-250.14,10
-14.46,-2.01,-1.05,-180.02,20.61,39.54,11.64,16.93,-10.07,64.90,247.50,-250.14,10
-13.04,0.78,-2.28,-98.31,29.62,27.08,15.43,19.62,2.55,-30.31,250.13,-33.52,10
-11.65,4.28,0.06,-70.53,17.63,2.50,6.30,19.62,19.62,105.31,250.13,250.13,10
-9.90,1.63,-0.48,-100.34,18.48,25.08,-10.01,-12.03,13.63,81.20,-250.14,250.13,10
-8.09,2.00,-0.56,-141.55,16.71,22.35,-9.75,-15.48,1.24,-6.10,-250.14,232.59,10
-4.32,1.64,-1.21,-179.40,13.63,26.17,-6.53,-10.05,-6.11,-39.85,-250.14,109.59,10
-3.17,2.05,-1.64,-205.28,-8.40,27.05,-2.58,-11.10,-5.25,-14.92,-180.41,-45.79,10
-16.32,-1.96,-0.99,-233.77,23.33,15.40,9.64,-2.69,-13.02,115.05,29.63,-250.14,10
-13.97,0.34,1.99,-88.77,-36.96,37.21,19.62,11.62,-12.32,107.07,184.70,-250.14,10
-11.79,1.69,0.90,-45.97,1.53,-8.66,8.01,19.62,-3.32,-60.31,250.13,-93.47,10
-9.94,5.53,-0.16,-93.15,12.37,3.63,0.32,19.62,19.62,61.97,186.24,250.13,10
-7.32,2.65,0.53,-120.84,42.69,16.06,-9.01,-14.52,8.49,116.89,-250.14,250.13,10
-4.93,2.19,-1.08,-150.90,29.20,28.72,-9.80,-19.09,-3.84,44.37,-250.14,219.08,10
-3.87,1.74,-0.21,-170.42,21.93,32.49,-5.21,-10.62,-7.22,-37.96,-250.14,47.28,10
-4.55,4.13,-1.22,-202.76,32.28,16.30,-2.03,-12.26,-10.56,32.98,-225.37,-160.43,10
-12.63,1.86,0.10,-88.31,-53.60,34.26,19.62,11.98,-13.68,130.24,233.24,-250.14,10
-10.95,2.87,-0.57,-67.56,17.78,15.58,19.62,18.85,-7.07,-17.96,250.13,-151.29,10
-10.72,7.79,-1.64,-88.66,-1.54,9.20,-4.67,19.62,19.62,0.82,250.13,250.13,10
-10.67,1.79,0.76,-108.18,19.38,0.88,-3.22,-2.46,19.62,147.33,-94.21,250.13,10
-6.90,2.85,-2.69,-200.42,19.11,4.44,-9.78,-16.25,3.37,-19.18,-250.14,235.73,10
-4.14,1.32,0.06,-211.63,14.00,9.47,-7.88,-18.04,-5.71,-58.29,-250.14,64.16,10
-2.93,0.65,-0.64,-196.75,27.18,17.56,-5.47,-13.29,-10.24,-3.21,-250.14,-191.27,10
-11.60,0.75,-0.62,-191.16,53.47,6.44,-1.43,-7.82,-15.09,153.37,-216.26,-250.14,10
-13.41,4.19,-3.06,-90.71,11.27,1.89,17.07,19.62,6.43,-115.05,250.13,-198.83,10
-11.38,3.11,-2.19,-70.50,17.11,-8.37,-12.19,19.62,19.62,-171.71,250.13,250.13,10
-8.92,1.09,-0.62,-66.13,7.11,-19.70,-1.38,-0.11,19.62,101.88,6.09,250.13,10
-7.74,2.52,1.34,-110.24,13.71,-2.59,-6.33,-9.20,17.01,140.97,-194.18,250.13,10
-4.15,1.79,-0.67,-177.77,15.58,11.98,-8.01,-16.06,-3.06,-49.48,-250.14,66.35,10
-7.49,2.09,-2.73,-206.59,35.99,0.98,-4.82,-16.20,-7.19,-51.96,-250.14,-131.47,10
-13.45,-1.60,1.42,-236.32,32.96,35.96,2.14,-8.64,-11.78,30.82,-149.89,-250.14,10
-8.37,-1.14,-1.39,-91.39,-68.95,20.17,9.20,1.63,-17.36,108.52,23.50,-250.14,10
-10.65,4.16,-2.02,-94.10,20.92,9.69,-4.19,19.62,12.89,-158.34,250.13,216.30,10
-12.16,1.20,-0.88,-88.08,19.18,-4.11,2.15,3.51,19.62,34.95,61.62,250.13,10
-9.85,1.55,-0.33,-99.21,16.92,-6.20,0.21,-3.12,14.51,116.47,-145.91,250.13,10
-8.11,2.13,-0.17,-130.31,17.95,0.44,-5.09,-17.39,9.45,70.62,-250.14,250.13,10
-7.70,2.32,-1.40,-215.84,18.67,5.35,-3.32,-14.38,-7.29,-20.57,-250.14,-31.35,10
-7.84,1.86,-0.87,-216.08,18.60,26.60,-1.77,-11.88,-6.85,17.82,-216.23,-140.73,10
-8.37,0.23,-1.80,-185.73,13.65,37.79,2.11,-7.99,-13.20,82.50,-112.51,-250.14,10
-11.10,-1.50,-2.57,-115.60,18.95,24.24,9.15,5.65,-15.42,73.47,75.32,-250.14,10
-13.98,2.97,-1.21,-46.77,-16.25,-26.76,-4.62,19.62,11.72,-204.07,250.13,250.13,10
-11.56,1.72,-0.43,-54.90,-14.05,-12.43,7.24,2.06,19.62,-19.02,88.47,250.13,10
-13.06,-0.31,-0.38,-58.07,2.18,-11.86,4.11,-14.44,17.08,27.65,-192.34,250.13,10
-10.14,0.82,-0.80,-88.11,10.11,1.67,-2.50,-14.99,3.00,-18.60,-250.14,171.19,10
-2.91,0.89,-1.08,-132.21,-1.11,9.92,-2.86,-6.12,-8.25,63.71,-180.56,-181.98,10
-4.14,1.78,-1.43,-138.76,-11.21,28.27,0.64,-0.44,-14.52,108.98,-71.82,-223.27,10
-6.08,-0.70,0.28,-131.69,13.98,17.82,3.94,4.51,-11.61,125.34,84.88,-214.83,10
-14.86,-3.16,1.04,-155.35,11.51,31.92,10.20,13.12,-4.03,92.44,250.13,-153.40,10
-12.82,3.67,-1.02,-115.38,1.89,8.45,8.33,10.02,19.62,30.98,115.56,250.13,10
-11.96,0.89,-0.89,-116.90,21.14,-1.21,3.76,-1.34,19.62,53.53,-97.85,250.13,10
-9.72,0.18,-1.13,-123.11,11.30,6.50,-1.35,-12.14,12.15,115.56,-250.14,250.13,10
-10.30,1.23,1.06,-158.01,13.18,10.76,-4.22,-18.58,1.08,-8.47,-250.14,157.72,10
-3.66,2.56,-1.51,-208.10,-9.88,14.63,-2.89,-7.71,-6.67,62.76,-215.20,-152.03,10
-2.29,1.85,-0.89,-214.60,1.95,20.11,-1.67,-3.29,-9.00,112.50,-157.46,-229.93,10
-8.36,-0.29,-2.63,-202.71,21.15,44.07,4.36,0.43,-16.29,114.48,-16.73,-250.14,10
-16.97,-3.59,-1.25,-223.03,22.92,38.86,10.15,11.86,-12.81,112.60,201.47,-250.14,10
-12.02,3.65,-2.52,-118.28,6.94,6.39,2.54,19.62,19.62,-22.35,250.13,250.13,10
-11.22,1.12,-1.37,-110.51,20.61,1.50,2.67,0.69,19.62,87.24,-78.09,250.13,10
-9.56,1.82,-0.42,-133.24,23.86,1.85,-0.58,-8.55,12.95,195.09,-250.14,250.13,10
-7.98,2.97,-0.63,-187.63,18.11,8.07,-7.00,-14.81,2.11,135.41,-250.14,250.10,10
-2.46,1.90,-1.20,-250.14,-24.60,38.12,-2.64,-7.01,-8.77,90.95,-224.47,-175.58,10
-5.00,2.04,-0.63,-250.14,18.72,33.67,-0.89,-1.49,-14.82,213.59,-164.27,-250.14,10
-13.30,-3.98,-2.38,-250.14,60.75,73.07,6.78,5.00,-17.79,156.50,28.53,-250.14,10
-12.69,0.31,3.00,-160.17,12.55,39.03,11.43,19.62,-9.38,192.01,250.13,-250.14,10
-12.02,3.13,-0.72,-158.97,-15.26,9.88,4.16,12.06,19.62,51.52,104.99,250.13,10
-13.06,-0.52,-2.56,-133.49,-3.15,14.65,1.60,-5.93,19.62,127.98,-136.48,250.13,10
-10.80,1.11,-0.08,-122.21,17.05,17.15,-0.91,-12.50,12.80,209.82,-250.14,250.13,10
-7.60,1.68,0.86,-148.08,19.69,30.20,-2.34,-14.22,0.32,167.07,-250.14,155.52,10
-2.10,1.82,-0.95,-183.96,-8.69,35.79,-1.97,-4.08,-6.49,36.73,-121.63,-202.75,10
-4.98,2.36,0.83,-183.21,27.40,35.40,1.86,1.69,-10.45,100.10,-28.64,-247.43,10
-17.73,-3.42,0.12,-236.12,60.76,48.14,10.10,12.43,-12.07,98.02,184.49,-227.55,10
-10.55,0.96,4.75,-86.79,11.50,22.03,17.59,19.62,5.97,44.59,250.13,-55.72,10
-12.72,-0.58,-0.17,-69.30,-20.70,13.43,1.29,-4.72,19.62,133.42,-102.47,250.13,10
-10.25,0.06,-0.04,-81.64,16.64,6.42,-1.31,-9.15,15.17,177.21,-218.33,250.13,10
-7.80,1.40,0.32,-106.94,20.65,13.81,-5.82,-18.31,6.50,15.46,-250.14,247.54,10
-6.55,0.89,-0.58,-165.08,19.72,5.56,-4.94,-12.31,-3.43,-28.14,-250.14,60.59,10
-2.82,2.08,-0.58,-216.58,3.37,35.90,-0.61,-4.13,-10.06,81.62,-113.91,-239.31,10
-9.24,-1.16,-1.42,-191.58,32.63,41.87,3.16,0.31,-15.85,105.94,-8.02,-250.14,10
-17.09,-3.89,2.68,-187.62,-17.27,22.33,8.76,11.59,-14.27,137.37,210.34,-250.14,10
-9.79,1.85,-3.07,-119.24,17.54,11.02,19.62,19.62,6.63,126.16,250.13,-190.76,10
-11.85,-0.30,-0.46,-125.27,5.20,12.93,1.43,-4.64,19.62,43.82,-115.60,250.13,10
-11.21,1.32,0.88,-126.37,28.57,13.95,-0.49,-10.25,15.74,137.37,-250.14,250.13,10
-7.82,1.89,0.69,-164.54,27.98,18.24,-8.31,-13.59,1.42,42.85,-250.14,239.40,10
-4.15,1.83,-1.16,-221.40,25.67,15.01,-5.79,-12.29,-5.86,-10.94,-250.14,36.28,10
-5.33,2.79,-0.42,-238.15,41.60,45.31,-0.89,1.33,-16.98,215.12,-72.60,-250.14,10
-17.38,-5.86,0.54,-250.14,55.92,59.92,5.11,6.44,-19.19,166.65,56.58,-250.14,10
-14.44,-0.31,-0.93,-120.52,-61.31,19.14,13.77,19.62,-4.70,151.31,250.13,-250.14,10
-14.52,3.91,1.25,-136.85,-19.40,7.79,13.42,19.62,-2.32,-185.06,250.13,41.40,10
-9.99,2.20,-0.71,-127.95,18.77,0.09,-2.87,-5.19,19.62,250.13,-154.73,250.13,10
-8.31,2.16,-0.53,-151.31,20.21,9.98,-7.67,-9.56,17.89,189.89,-250.14,250.13,10
-4.76,2.00,-2.32,-175.87,-5.76,29.76,-9.48,-14.40,6.10,79.35,-250.14,250.13,10
-3.44,1.83,-0.94,-197.40,-5.65,22.14,-4.22,-12.70,-5.19,103.66,-250.14,155.79,10
