-1.92,-1.61,3.03,-158.32,-250.14,-15.71,-4.43,0.66,-7.08,135.04,-241.81,-250.14,7
-2.22,-3.82,9.52,-141.60,-110.34,-22.82,-6.77,15.45,-3.73,84.09,-220.69,-250.14,7
-5.83,-7.98,9.87,-68.09,-109.34,-19.08,-14.63,19.62,-7.10,28.04,-22.95,-250.14,7
-4.90,-4.62,11.18,-47.27,-94.79,-24.26,-19.62,19.62,-5.07,-34.28,115.02,-250.14,7
-2.78,-5.46,13.72,6.15,-9.69,-16.90,-19.62,6.57,-0.87,-177.13,168.69,-250.14,7
-2.14,-7.08,13.32,27.82,22.28,-13.27,-19.62,1.43,-4.06,-119.99,176.63,-250.14,7
-2.80,-6.47,12.50,59.66,47.92,-24.62,-19.62,3.29,-4.49,-154.28,124.29,-92.53,7
-3.47,-4.29,10.50,98.88,61.73,-34.92,-15.40,3.85,-2.72,-88.54,179.59,-2.97,7
-5.25,-0.23,5.73,131.12,78.46,-70.58,-5.46,3.33,-0.61,250.13,-34.00,90.32,7
-5.46,-0.46,5.56,114.05,69.77,-67.68,-4.75,6.48,-2.84,250.13,-29.05,138.11,7
-4.55,-1.83,4.95,137.02,76.15,-71.93,-4.77,4.88,0.17,250.13,-27.18,128.42,7
-6.41,-1.54,4.18,150.32,99.19,-86.30,-5.32,0.16,-1.87,250.13,-30.92,128.25,7
-7.17,-0.67,2.18,206.56,77.77,-98.68,-7.66,-5.80,-0.46,51.06,-47.33,17.63,7
-8.78,0.34,2.43,210.97,54.40,-94.07,-7.96,-0.80,-4.92,155.15,-43.83,30.32,7
-8.93,0.45,2.23,207.02,29.68,-83.40,-8.99,1.21,-5.18,176.37,-40.55,46.18,7
-7.22,-0.63,2.68,218.06,32.13,-71.05,-8.60,2.51,-3.44,209.52,-17.37,48.98,7
-11.92,-0.67,-1.40,214.24,54.44,-45.68,-8.50,4.67,-0.42,222.48,-45.41,47.56,7
-9.03,-0.98,-1.29,211.96,25.40,-44.99,-8.49,4.47,-0.61,185.34,-46.89,33.29,7
-9.29,-0.91,-2.21,214.39,46.87,-38.72,-8.77,3.64,0.53,163.38,-55.37,40.96,7
-7.57,0.75,-3.79,210.24,2.78,-43.80,-7.28,2.28,1.27,186.87,-70.55,47.67,7
-9.99,0.53,-1.14,154.65,-55.34,10.12,-9.42,6.16,-0.26,148.99,-45.47,-16.53,7
-9.65,-0.21,-1.85,108.78,-52.31,-0.05,-7.81,4.24,0.80,70.61,4.04,-10.73,7
-9.24,-0.48,-1.32,116.35,-63.34,4.74,-9.44,2.03,0.72,70.76,13.30,-36.21,7
-9.22,0.90,-2.22,96.92,-91.52,10.04,-9.17,3.01,0.43,128.40,-13.60,-36.70,7
-5.46,0.61,-0.81,30.07,-127.72,36.31,-6.59,1.16,-0.06,28.62,61.79,-46.66,7
-5.10,-0.99,1.94,29.19,-183.83,57.94,-7.95,0.23,-0.07,29.41,72.69,-59.16,7
-3.44,-0.96,2.78,-10.75,-188.05,50.21,-9.01,0.65,1.31,19.66,61.08,-78.31,7
-2.42,3.03,9.53,53.76,-115.12,20.92,-10.99,0.46,-1.41,4.99,42.98,-66.92,7
-4.64,6.53,12.20,2.60,-35.24,26.46,-12.18,-2.50,-0.03,18.68,34.56,-48.98,7
-2.62,7.60,12.57,-13.28,-24.96,30.18,-10.79,-0.64,-1.42,-3.02,-25.53,-24.60,7
-2.88,5.61,12.68,-49.05,19.34,18.39,-10.32,-2.12,-1.56,-31.88,27.21,-7.05,7
-3.00,5.14,10.69,-68.37,21.44,12.82,-9.83,-1.12,-1.70,-69.19,-11.92,-9.94,7
-3.77,2.12,8.38,-91.60,79.65,44.56,-10.49,0.26,-1.82,-149.50,0.66,-19.07,7
-4.22,1.54,7.02,-93.56,87.03,45.84,-9.33,1.30,-2.53,-152.82,-13.64,-4.29,7
-5.88,1.73,5.64,-99.63,101.39,49.50,-8.34,2.59,-2.28,-193.33,-13.98,-13.34,7
-4.22,1.83,4.82,-117.08,79.62,60.66,-8.18,3.59,-1.60,-202.06,-16.11,-2.05,7
-7.50,0.98,2.96,-173.86,85.85,71.05,-8.08,5.51,-1.00,-224.79,14.27,4.23,7
-7.06,0.29,2.75,-185.04,72.63,74.63,-9.10,7.92,-1.14,-238.77,8.32,-0.80,7
-6.79,-0.09,2.73,-186.96,74.36,79.15,-9.67,11.33,-0.74,-250.14,-1.03,47.94,7
-7.82,-0.26,2.65,-178.62,82.56,72.86,-11.83,15.63,-0.31,-250.14,-2.77,121.42,7
-9.29,1.32,1.15,-172.69,96.87,37.95,-11.23,19.62,-1.99,-250.14,-86.05,250.13,7
-8.34,0.68,0.89,-171.45,87.19,23.40,-8.35,19.62,-5.52,-250.14,-86.73,250.13,7
-7.36,0.99,-0.95,-171.37,54.09,13.08,-7.01,18.33,-4.48,-250.14,-41.57,250.13,7
-13.09,3.56,-2.95,-200.76,81.74,6.67,-7.85,9.74,-1.76,-250.14,-83.78,250.13,7
-7.90,0.38,-4.01,-245.19,38.32,1.31,-3.21,-1.47,3.06,-108.98,-134.06,250.13,7
-8.42,-3.13,-4.64,-190.07,29.30,12.57,-1.08,-1.24,1.79,5.31,-155.55,250.13,7
-11.27,-2.91,-4.28,-137.97,-13.12,20.94,0.94,-1.08,3.95,34.21,-123.76,235.64,7
